,title,budget,popularity,production_companies,release_date,runtime,revenue,status,vote_average,vote_count,Year
543,Monkeybone,75000000,8.098369,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Twitching Image Studio"", ""id"": 89626}]",2001-02-23,93.0,5409517,Released,4.3,78,2001
544,Flight of the Phoenix,45000000,20.374308,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Aldrich Group"", ""id"": 49478}, {""name"": ""Optional Pictures"", ""id"": 54004}]",2004-12-17,113.0,21009180,Released,5.7,276,2004
545,Unbreakable,75000000,42.006908,"[{""name"": ""Limited Edition Productions Inc."", ""id"": 3683}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]",2000-11-13,106.0,248118121,Released,6.9,1946,2000
546,Minions,74000000,875.581305,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]",2015-06-17,91.0,1156730962,Released,6.4,4571,2015
547,Sucker Punch,82000000,39.127082,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Lennox House Films"", ""id"": 22119}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]",2011-03-24,110.0,89792502,Released,5.9,1623,2011
550,The Angry Birds Movie,73000000,45.720894,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Rovio Entertainment"", ""id"": 18642}, {""name"": ""Sony Pictures Imageworks (SPI)"", ""id"": 30692}, {""name"": ""Rovio Mobile"", ""id"": 50848}, {""name"": ""Rovio Animation"", ""id"": 91920}]",2016-05-11,97.0,349779543,Released,5.9,1022,2016
551,Fool's Gold,70000000,21.789614999999998,"[{""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}]",2008-02-07,112.0,111231041,Released,5.4,444,2008
552,Funny People,75000000,20.199057,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Apatow Productions"", ""id"": 10105}, {""name"": ""Madison 23"", ""id"": 11708}]",2009-07-31,146.0,61458982,Released,5.7,390,2009
553,The Kingdom,70000000,26.123704999999998,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""FilmWorks"", ""id"": 7786}, {""name"": ""MDBF Zweite Filmgesellschaft"", ""id"": 12246}]",2007-08-22,110.0,86658558,Released,6.5,513,2007
554,Talladega Nights: The Ballad of Ricky Bobby,72500000,12.599836,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Apatow Productions"", ""id"": 10105}]",2006-08-04,116.0,162966177,Released,6.2,491,2006
555,Dr. Dolittle 2,70000000,13.543053,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Joseph M. Singer Entertainment"", ""id"": 1301}, {""name"": ""Davis Entertainment"", ""id"": 1302}]",2001-06-22,87.0,176104344,Released,4.9,410,2001
557,Jarhead,72000000,32.227222999999995,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Neal Street Productions"", ""id"": 1522}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Motion Picture KAPPA Produktionsgesellschaft"", ""id"": 19934}]",2005-11-04,125.0,96889998,Released,6.6,765,2005
558,The Simpsons Movie,75000000,46.875375,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",2007-07-25,87.0,527068851,Released,6.9,2264,2007
559,The Majestic,72000000,11.215702,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Darkwoods Productions"", ""id"": 3982}]",2001-12-21,152.0,37317558,Released,6.6,188,2001
560,Driven,94000000,8.468586,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Trackform Film Productions"", ""id"": 10107}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]",2001-04-27,116.0,54744738,Released,4.5,179,2001
561,Two Brothers,74500000,8.884317999999999,"[{""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Pathe"", ""id"": 7396}, {""name"": ""Two Brothers Productions"", ""id"": 19238}]",2004-04-07,109.0,62172050,Released,6.9,180,2004
562,The Village,60000000,27.491891,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]",2004-07-30,108.0,256697520,Released,6.2,1071,2004
564,Signs,72000000,28.848187,"[{""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]",2002-08-02,106.0,408247917,Released,6.4,1599,2002
565,Shrek 2,150000000,47.320801,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]",2004-05-19,93.0,919838758,Released,6.7,2988,2004
566,Cars,120000000,82.643036,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",2006-06-08,117.0,461983149,Released,6.6,3877,2006
567,Runaway Bride,70000000,20.230535,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Interscope Communications"", ""id"": 10201}]",1999-07-30,116.0,309457509,Released,5.7,455,1999
568,xXx,70000000,46.217769,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Revolution Studios"", ""id"": 497}]",2002-08-09,124.0,277448382,Released,5.8,1424,2002
569,The SpongeBob Movie: Sponge Out of Water,74000000,36.952268,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Nickelodeon Animation Studios"", ""id"": 4859}, {""name"": ""United Plankton Pictures"", ""id"": 8921}, {""name"": ""Disruption Entertainment"", ""id"": 10256}, {""name"": ""Paramount Animation"", ""id"": 24955}]",2015-02-05,93.0,311594032,Released,5.8,719,2015
571,Inglourious Basterds,70000000,72.595961,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Zehnte Babelsberg"", ""id"": 6817}, {""name"": ""Visiona Romantica"", ""id"": 6818}]",2009-08-18,153.0,319131050,Released,7.9,6430,2009
574,S.W.A.T.,80000000,34.052253,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Camelot Pictures"", ""id"": 11728}, {""name"": ""Chris Lee Productions"", ""id"": 20033}, {""name"": ""Illusion Entertainment"", ""id"": 20034}]",2003-08-08,117.0,116643346,Released,5.8,770,2003
575,Vanilla Sky,68000000,27.299301,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise-Wagner Productions"", ""id"": 349}, {""name"": ""Vinyl Films"", ""id"": 485}]",2001-12-10,136.0,203388341,Released,6.5,1078,2001
576,Lady in the Water,75000000,20.219385,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]",2006-07-21,110.0,42285169,Released,5.3,409,2006
577,AVP: Alien vs. Predator,70000000,42.957215999999995,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Brandywine Productions"", ""id"": 19747}, {""name"": ""Lonlink Productions"", ""id"": 19828}, {""name"": ""Kut Productions"", ""id"": 19829}, {""name"": ""Inside Track Films"", ""id"": 19834}, {""name"": ""Charenton Productions Limited"", ""id"": 19835}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2004-08-12,101.0,171183863,Released,5.5,1217,2004
578,Alvin and the Chipmunks: The Squeakquel,75000000,29.412262,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}]",2009-12-21,88.0,443140005,Released,5.4,666,2009
579,We Were Soldiers,75000000,19.708731,"[{""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Wheelhouse Entertainment"", ""id"": 53005}, {""name"": ""Motion Picture Production GmbH & Co. Erste KG"", ""id"": 53006}]",2002-03-01,138.0,114660784,Released,6.7,521,2002
580,Olympus Has Fallen,70000000,59.428222999999996,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}]",2013-03-20,120.0,161025640,Released,6.2,2981,2013
582,Battle: Los Angeles,70000000,49.199234000000004,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Relativity Media"", ""id"": 7295}]",2011-03-08,116.0,202466756,Released,5.5,1448,2011
583,Big Fish,70000000,46.199482,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Jinks/Cohen Company"", ""id"": 2721}, {""name"": ""Tim Burton Productions"", ""id"": 8601}]",2003-12-25,125.0,122919055,Released,7.6,1994,2003
585,War Horse,66000000,29.505574,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]",2011-12-25,146.0,177584879,Released,7.0,992,2011
586,The Monuments Men,70000000,43.873266,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}, {""name"": ""Obelisk Productions"", ""id"": 24970}]",2014-01-24,118.0,154984035,Released,5.8,1523,2014
588,Wall Street: Money Never Sleeps,70000000,23.25645,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}]",2010-09-02,133.0,134748021,Released,5.8,493,2010
589,Dracula Untold,70000000,64.45794699999999,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Michael De Luca Productions"", ""id"": 27551}]",2014-10-01,92.0,215529201,Released,6.2,2389,2014
591,Stardust,70000000,48.032734000000005,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Vaughn Productions"", ""id"": 23420}]",2007-08-09,127.0,135560026,Released,7.1,1184,2007
593,The Dilemma,70000000,14.780634,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Wild West Picture Show Productions"", ""id"": 2796}]",2011-01-13,111.0,67112664,Released,5.2,304,2011
594,Bad Company,70000000,14.086292000000002,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Stillking Films"", ""id"": 11345}]",2002-06-07,116.0,65977295,Released,5.4,228,2002
595,Doom,60000000,29.261347999999998,"[{""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""John Wells Productions"", ""id"": 1512}, {""name"": ""Reaper Productions"", ""id"": 2539}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Babelsberg Film"", ""id"": 19481}, {""name"": ""Doom Productions"", ""id"": 19922}, {""name"": ""Distant Planet Productions"", ""id"": 19923}]",2005-10-20,105.0,55987321,Released,5.0,609,2005
596,I Spy,70000000,13.267631,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",2002-10-31,97.0,33561137,Released,5.2,269,2002
597,Underworld: Awakening,70000000,58.40120400000001,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Sketch Films"", ""id"": 7738}, {""name"": ""UW4 Productions"", ""id"": 7740}]",2012-01-19,88.0,160112671,Released,6.1,1862,2012
598,Rock of Ages,75000000,23.515938000000002,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Offspring Entertainment"", ""id"": 2378}, {""name"": ""Corner Store Entertainment"", ""id"": 8871}, {""name"": ""Material Pictures"", ""id"": 12139}]",2012-06-13,123.0,59418613,Released,6.0,385,2012
599,Hart's War,70000000,14.244518,"[{""name"": ""David Foster Productions"", ""id"": 496}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""David Ladd Films"", ""id"": 21447}]",2002-02-15,125.0,32287044,Released,5.9,241,2002
600,Killer Elite,66000000,29.501489000000003,"[{""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Omnilab Media"", ""id"": 2729}, {""name"": ""Ambience Entertainment"", ""id"": 3427}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Sighvatsson Films"", ""id"": 11369}, {""name"": ""Palomar Pictures (II)"", ""id"": 11371}, {""name"": ""Film Victoria"", ""id"": 11840}, {""name"": ""Wales Creative IP Fund"", ""id"": 11841}]",2011-09-23,116.0,57777106,Released,6.1,695,2011
601,Rollerball,0,9.306253,"[{""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Toho-Towa"", ""id"": 657}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Yorktown Productions"", ""id"": 1484}, {""name"": ""Helkon Media AG"", ""id"": 2216}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2002-02-08,98.0,0,Released,3.4,106,2002
602,Ballistic: Ecks vs. Sever,70000000,8.37378,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Dante Entertainment"", ""id"": 2755}, {""name"": ""Chris Lee Productions"", ""id"": 20033}, {""name"": ""SuperMega"", ""id"": 76491}, {""name"": ""MHF Erste Academy Film GmbH & Co. Produktions KG"", ""id"": 76492}]",2002-09-20,91.0,19924033,Released,4.3,97,2002
604,Osmosis Jones,75000000,10.54544,"[{""name"": ""Conundrum Entertainment"", ""id"": 1156}, {""name"": ""Warner Bros. Animation"", ""id"": 2785}, {""name"": ""Warner Bros."", ""id"": 6194}]",2001-08-07,95.0,13596911,Released,5.9,228,2001
605,Legends of Oz: Dorothy's Return,70000000,6.6820059999999994,"[{""name"": ""Prana Animation Studios"", ""id"": 22135}, {""name"": ""Summertime Entertainment"", ""id"": 48471}]",2013-06-13,88.0,18662027,Released,5.9,43,2013
606,Blackhat,70000000,46.832372,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Legendary Pictures"", ""id"": 923}]",2015-01-13,133.0,17752940,Released,5.1,826,2015
607,Sky Captain and the World of Tomorrow,70000000,24.664776,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Natural Nylon Entertainment"", ""id"": 804}, {""name"": ""Riff Raff Film Productions"", ""id"": 1668}, {""name"": ""Filmauro"", ""id"": 4753}, {""name"": ""Blue Flower Productions"", ""id"": 10671}, {""name"": ""Brooklyn Films II"", ""id"": 10672}]",2004-09-17,107.0,57958696,Released,5.7,439,2004
608,Basic Instinct 2,70000000,13.483386999999999,"[{""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Kanzaman"", ""id"": 4169}, {""name"": ""C-2 Pictures"", ""id"": 7340}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}]",2006-03-29,114.0,38629478,Released,4.6,180,2006
609,Escape Plan,50000000,44.478043,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Mark Canton Productions"", ""id"": 11761}, {""name"": ""Envision Entertainment"", ""id"": 31832}, {""name"": ""Boies / Schiller Film Group"", ""id"": 36212}, {""name"": ""Knightsbridge Entertainment"", ""id"": 46961}]",2013-10-09,115.0,122915111,Released,6.7,1659,2013
610,The Legend of Hercules,70000000,25.020428,"[{""name"": ""Millennium Films"", ""id"": 10254}]",2014-01-10,99.0,61279452,Released,4.4,533,2014
611,The Sum of All Fears,68000000,22.392544,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}, {""name"": ""MFP Munich Film Partners GmbH & Company I. Produktions KG"", ""id"": 21409}, {""name"": ""S.O.A.F. Productions"", ""id"": 21410}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]",2002-05-31,124.0,193000000,Released,5.9,437,2002
612,The Twilight Saga: Eclipse,68000000,107.069763,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Maverick Films"", ""id"": 4000}, {""name"": ""Imprint Entertainment"", ""id"": 5218}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}]",2010-06-23,124.0,698491347,Released,5.8,2301,2010
613,The Score,68000000,22.572323,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Horseshoe Bay Productions"", ""id"": 19552}]",2001-07-13,124.0,71069884,Released,6.7,423,2001
614,Despicable Me,69000000,113.858273,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]",2010-07-08,95.0,543513985,Released,7.1,6478,2010
616,Ted 2,68000000,68.734513,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fuzzy Door Productions"", ""id"": 8789}, {""name"": ""Bluegrass Films"", ""id"": 13778}, {""name"": ""Smart Entertainment"", ""id"": 44783}, {""name"": ""Media Rights Capital (MRC)"", ""id"": 86655}]",2015-06-25,115.0,217022588,Released,6.2,2463,2015
617,Agora,70000000,18.888806,"[{""name"": ""Himen\u00f3ptero"", ""id"": 784}, {""name"": ""Telecinco Cinema"", ""id"": 2674}, {""name"": ""Mod Producciones"", ""id"": 5444}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Government of Malta"", ""id"": 19927}]",2009-05-17,127.0,39041505,Released,6.9,395,2009
618,Mystery Men,68000000,12.948627,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Golar Productions"", ""id"": 2484}]",1999-08-06,121.0,29762011,Released,5.7,250,1999
619,Hall Pass,36000000,27.115890000000004,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Conundrum Entertainment"", ""id"": 1156}]",2011-02-25,105.0,83160734,Released,5.4,611,2011
620,The Insider,90000000,26.153669,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Kaitz Productions"", ""id"": 8758}, {""name"": ""Mann/Roth Productions"", ""id"": 8759}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",1999-10-28,157.0,60289912,Released,7.3,481,1999
